Claim_ID;Policy_ID;Accident_Date;Report_Date;Payment_Date;Indemnity
1557;30485;2017-12-07;2017-12-23;2018-07-09;81
1558;44876;2014-01-18;2014-01-21;2014-03-02;126
1559;76710;2013-06-05;2013-06-10;2013-06-20;125
1560;19960;2013-04-04;2013-04-18;2017-12-18;73
1561;42297;2015-06-10;2015-06-13;2016-04-26;86
1562;16683;2015-08-12;2015-08-27;2015-10-06;108
1563;83867;2017-07-24;2017-08-30;2017-09-14;114
1564;49397;2013-07-19;2013-07-31;2013-09-09;119
1565;88104;2016-05-03;2016-05-16;2016-05-26;101
1566;89898;2017-09-19;2017-09-30;2018-05-09;77
1567;39355;2016-03-03;2016-03-13;2016-04-22;112
1568;49472;2015-11-13;2015-11-29;2015-12-09;117
1569;57048;2017-11-24;2018-01-02;2018-05-19;74
1570;82667;2016-11-13;2016-12-20;2017-05-27;79
1571;43863;2014-07-01;2014-07-14;2014-08-03;130
1572;86630;2014-06-02;2014-06-13;2014-07-03;156
1573;54927;2016-10-28;2016-12-12;2017-01-21;92
1574;80311;2014-10-08;2014-10-28;2014-11-07;114
1575;44404;2018-10-07;2018-10-21;2018-10-31;67
1576;38738;2015-03-15;2015-03-26;2016-07-20;88
1577;84286;2018-09-19;2018-10-07;2018-11-16;86
1578;28296;2018-06-02;2018-06-13;2018-09-10;101
1579;75913;2014-11-16;2014-12-03;2014-12-13;101
1580;48703;2013-10-30;2013-11-13;2013-12-13;122
1581;32380;2016-02-15;2016-02-24;2016-03-25;112
1582;15650;2018-03-19;2018-04-04;2018-11-25;85
1583;72077;2013-12-25;2014-02-04;2014-02-24;89
1584;45564;2014-10-19;2014-10-29;2014-11-27;116
1585;21458;2014-01-06;2014-01-22;2014-02-01;127
1586;42595;2018-07-12;2018-07-26;2018-08-05;84
1587;96703;2018-07-15;2018-08-27;2018-09-06;136
1588;15463;2013-06-22;2013-06-26;2013-07-16;118
1589;43042;2014-10-02;2014-11-08;2014-12-06;142
1590;22545;2017-09-17;2017-09-29;2017-10-29;101
1591;26777;2015-12-19;2016-02-04;2016-02-24;91
1592;77645;2017-09-04;2017-09-08;2018-05-07;76
1593;84616;2016-12-22;2016-12-28;2017-01-17;73
1594;70254;2014-04-16;2014-04-20;2014-05-20;110
1595;14695;2015-03-23;2015-04-10;2016-11-12;100
1596;35022;2014-02-28;2014-04-06;2014-11-26;116
1597;54464;2013-09-28;2013-10-07;2017-09-06;73
1598;96674;2014-08-28;2014-09-04;2014-10-14;141
1599;59124;2013-10-19;2013-11-25;2015-09-26;88
1600;74279;2013-10-04;2013-10-23;2018-11-19;66
1601;33270;2014-09-24;2014-10-07;2015-09-11;78
1602;19300;2014-02-28;2014-04-10;2014-05-20;136
1603;39628;2013-03-28;2013-04-11;2013-04-21;127
1604;33070;2013-11-17;2013-11-25;2015-04-14;87
1605;44266;2016-03-22;2016-03-27;2017-11-10;86
1606;60742;2014-03-25;2014-04-02;2014-05-02;99
1607;12784;2017-12-31;2018-02-10;2018-02-20;76
1608;70837;2013-05-04;2013-05-07;2014-09-10;102
1609;82855;2015-07-06;2015-07-20;2015-08-29;105
1610;33724;2016-09-29;2016-10-06;2016-10-16;124
1611;29391;2018-01-18;2018-02-27;2018-08-29;96
1612;66239;2013-05-04;2013-05-22;2017-06-16;73
1613;88105;2014-04-23;2014-04-29;2014-05-29;119
1614;95581;2016-07-09;2016-07-23;2017-02-03;80
1615;21167;2016-10-15;2016-10-27;2016-11-16;139
1616;69650;2017-11-25;2018-01-02;2018-11-17;78
1617;29867;2014-03-27;2014-05-05;2016-01-05;103
1618;45787;2015-04-07;2015-04-25;2017-03-10;63
1619;15298;2014-09-23;2014-10-02;2014-11-01;123
1620;84281;2013-01-14;2013-02-02;2013-03-04;120
1621;18246;2018-04-19;2018-05-18;2018-06-27;101
1622;52901;2015-11-27;2016-01-01;2016-01-31;107
1623;56215;2016-10-26;2016-12-06;2017-02-19;90
1624;77105;2018-10-03;2018-10-21;2018-11-20;83
1625;76228;2013-04-18;2013-04-30;2014-10-03;79
1626;88711;2013-07-27;2013-07-31;2013-08-30;123
1627;91822;2016-05-09;2016-05-25;2017-09-20;97
1628;16650;2013-04-26;2013-06-05;2018-07-17;63
1629;49809;2014-11-28;2014-12-01;2014-12-31;135
1630;25713;2017-12-23;2018-01-02;2018-02-11;64
1631;37744;2017-02-05;2017-02-19;2018-03-30;91
1632;21675;2018-01-02;2018-02-17;2018-03-09;97
1633;97689;2015-12-12;2015-12-18;2018-05-23;87
1634;25663;2013-12-31;2014-01-20;2016-02-26;74
1635;35096;2015-03-06;2015-03-21;2015-04-30;116
1636;56137;2017-05-09;2017-05-29;2017-07-22;114
1637;52651;2013-11-15;2013-12-22;2014-02-18;89
1638;14987;2014-01-22;2014-03-02;2014-04-11;131
1639;25512;2017-03-06;2017-03-24;2017-05-03;109
1640;46450;2014-08-16;2014-08-30;2014-09-29;141
1641;91064;2017-10-29;2017-12-05;2018-08-13;68
1642;72700;2013-03-15;2013-03-27;2013-05-06;151
1643;40645;2015-10-20;2015-12-04;2015-12-24;102
1644;38139;2015-09-16;2015-10-06;2017-05-21;81
1645;75553;2014-03-25;2014-04-01;2014-05-01;99
1646;13325;2018-08-18;2018-09-07;2018-09-27;121
1647;80481;2018-07-03;2018-07-10;2018-08-09;64
1648;34795;2018-07-02;2018-07-06;2018-07-10;80
1649;71993;2014-04-27;2014-05-11;2014-06-10;132
1650;70440;2015-01-19;2015-01-25;2015-03-06;90
1651;57577;2014-12-15;2015-01-23;2017-09-25;70
1652;38557;2014-09-05;2014-10-15;2018-08-02;66
1653;21797;2016-02-04;2016-02-14;2016-02-24;113
1654;75695;2015-09-25;2015-10-05;2015-10-25;127
1655;66278;2017-04-09;2017-05-23;2017-06-02;136
1656;79240;2018-04-08;2018-04-22;2018-05-12;105
1657;10712;2013-05-13;2013-05-20;2013-06-19;121
1658;19141;2014-01-20;2014-03-07;2014-03-27;149
1659;96785;2014-12-02;2015-01-08;2016-08-21;63
1660;54319;2017-08-31;2017-09-10;2017-12-27;107
1661;73743;2015-07-27;2015-08-11;2015-08-21;104
1662;70521;2016-01-28;2016-02-09;2016-02-29;107
1663;61488;2014-01-01;2014-02-09;2014-12-29;143
1664;81414;2015-10-08;2015-11-14;2016-09-27;102
1665;71229;2014-11-01;2014-12-10;2014-12-30;115
1666;96785;2017-03-10;2017-04-22;2017-05-02;110
1667;76057;2017-03-18;2017-05-01;2017-05-21;115
1668;69092;2016-06-24;2016-07-04;2016-07-14;116
1669;23064;2018-09-15;2018-09-18;2018-12-07;93
1670;52412;2017-09-11;2017-10-01;2018-02-19;65
1671;87281;2014-07-11;2014-07-22;2014-08-21;110
1672;71361;2017-01-02;2017-01-15;2017-02-14;112
1673;15248;2018-06-19;2018-06-24;2018-10-29;89
1674;74932;2016-04-20;2016-05-06;2016-05-16;82
1675;40341;2017-11-20;2017-12-30;2018-01-09;90
1676;75635;2016-12-12;2016-12-23;2017-02-01;76
1677;75309;2014-05-09;2014-05-21;2014-06-10;133
1678;90289;2013-11-17;2013-11-23;2013-12-23;131
1679;75306;2013-02-23;2013-04-03;2017-02-27;79
1680;47487;2014-09-01;2014-09-04;2014-10-04;113
1681;64094;2017-07-14;2017-08-26;2018-10-05;65
1682;25097;2016-04-25;2016-04-29;2016-05-09;104
1683;69843;2018-07-21;2018-09-06;2018-09-26;105
1684;94954;2015-02-10;2015-02-15;2015-02-25;119
1685;30295;2018-05-03;2018-05-18;2018-05-28;102
1686;46448;2014-03-24;2014-04-06;2014-05-16;92
1687;31705;2017-11-13;2017-11-18;2018-08-02;88
1688;63493;2016-08-13;2016-08-16;2016-08-26;109
1689;27792;2014-10-29;2014-11-02;2014-12-02;114
1690;45611;2014-11-11;2014-11-27;2015-01-06;102
1691;37104;2013-04-24;2013-06-10;2013-06-30;129
1692;73845;2014-10-09;2014-10-28;2014-11-17;105
1693;23541;2017-01-17;2017-02-04;2017-02-24;88
1694;73491;2016-12-01;2016-12-16;2018-06-23;75
1695;98671;2015-02-04;2015-02-11;2015-02-21;130
1696;29283;2016-06-16;2016-07-02;2016-08-11;114
1697;88494;2018-06-26;2018-08-05;2018-12-30;116
1698;18644;2017-02-11;2017-02-24;2018-01-12;86
1699;73034;2013-03-26;2013-04-14;2013-04-24;110
1700;28773;2015-07-01;2015-07-04;2015-08-03;123
1701;17757;2016-07-26;2016-08-31;2017-02-09;85
1702;20498;2016-09-30;2016-10-08;2016-11-17;132
1703;36315;2017-04-17;2017-04-25;2018-01-07;86
1704;29826;2016-01-02;2016-01-13;2017-07-23;67
1705;18174;2016-01-07;2016-01-25;2016-02-24;107
1706;46801;2016-04-09;2016-04-25;2016-05-05;102
1707;36015;2014-10-18;2014-12-04;2015-01-13;112
1708;74826;2014-08-26;2014-08-29;2016-11-15;78
1709;10592;2013-11-06;2013-11-22;2014-01-01;90
1710;98775;2017-02-09;2017-02-15;2017-03-17;113
1711;34091;2015-02-18;2015-03-02;2018-08-18;68
1712;98885;2014-09-10;2014-09-27;2015-08-21;86
1713;31331;2014-10-27;2014-11-03;2017-12-13;66
1714;40770;2013-03-14;2013-04-03;2015-12-28;112
1715;81941;2014-06-26;2014-07-12;2018-05-26;51
1716;57203;2016-10-09;2016-10-12;2018-03-01;59
1717;10391;2016-02-23;2016-03-04;2016-03-24;93
1718;72402;2015-01-13;2015-01-27;2015-02-16;131
1719;37742;2018-09-22;2018-10-07;2018-10-17;109
1720;25059;2016-10-07;2016-10-20;2016-10-30;116
1721;28034;2013-07-13;2013-08-21;2014-07-29;88
1722;59498;2015-02-05;2015-02-18;2017-11-05;75
1723;82427;2015-03-06;2015-03-22;2015-04-01;123
1724;50462;2016-09-01;2016-09-20;2016-10-30;141
1725;79783;2015-03-20;2015-03-25;2015-04-14;118
1726;96374;2015-02-13;2015-02-19;2015-03-01;109
1727;38006;2015-09-24;2015-09-29;2015-10-19;107
1728;65400;2018-09-21;2018-09-28;2018-11-30;103
1729;86759;2013-01-23;2013-01-29;2013-02-18;117
1730;91390;2015-09-25;2015-10-09;2018-12-12;73
1731;25911;2018-08-31;2018-09-13;2018-10-13;109
1732;63293;2013-01-02;2013-01-21;2017-08-15;84
1733;73080;2016-09-24;2016-10-09;2016-11-08;100
1734;90207;2016-04-01;2016-04-21;2016-06-27;109
1735;80067;2018-04-17;2018-04-20;2018-10-14;66
1736;61021;2017-08-27;2017-10-05;2018-12-20;104
1737;15853;2015-12-19;2016-01-01;2016-01-31;92
1738;44656;2017-06-09;2017-06-27;2017-07-27;95
1739;24191;2013-04-10;2013-04-18;2018-06-06;54
1740;60387;2018-01-10;2018-01-19;2018-09-18;100
1741;97158;2014-09-14;2014-09-23;2018-01-02;60
1742;25361;2014-04-18;2014-04-22;2014-08-26;105
1743;81619;2016-06-18;2016-07-01;2016-07-21;118
1744;19847;2014-04-08;2014-05-09;2014-06-08;115
1745;64766;2013-01-10;2013-01-15;2013-02-04;117
1746;24556;2013-02-05;2013-02-12;2013-02-22;121
1747;43190;2018-08-08;2018-08-22;2018-09-13;112
1748;75074;2014-01-03;2014-01-07;2016-05-04;103
1749;81985;2016-11-19;2016-12-09;2016-12-29;107
1750;10973;2016-02-28;2016-03-13;2016-04-02;103
1751;69025;2015-02-15;2015-03-01;2015-03-21;149
1752;36396;2013-06-24;2013-07-01;2013-07-11;113
1753;57565;2013-04-05;2013-04-12;2016-08-21;87
1754;65428;2013-05-12;2013-06-20;2014-08-17;104
1755;64395;2018-03-19;2018-04-02;2018-05-02;94
1756;26626;2018-09-20;2018-09-28;2018-10-28;108
1757;75709;2015-04-10;2015-04-17;2016-02-27;96
1758;93790;2016-10-31;2016-11-17;2017-05-18;91
1759;21070;2017-09-14;2017-09-24;2017-10-14;90
1760;30826;2016-08-02;2016-09-14;2016-10-24;110
1761;65410;2016-01-27;2016-02-13;2016-03-14;124
1762;42741;2013-12-30;2014-01-05;2014-11-30;97
1763;24963;2016-06-25;2016-06-29;2016-07-29;103
1764;31670;2014-10-27;2014-11-12;2014-12-22;140
1765;16872;2014-04-28;2014-05-13;2014-05-23;117
1766;84107;2013-09-13;2013-10-22;2016-11-16;80
1767;13721;2017-01-09;2017-02-15;2017-11-23;92
1768;66715;2017-08-02;2017-08-07;2017-09-06;120
1769;28954;2015-11-20;2015-11-25;2015-12-15;130
1770;74510;2013-04-30;2013-05-20;2018-03-05;65
1771;95117;2017-10-10;2017-10-23;2017-11-02;102
1772;91740;2017-04-25;2017-05-08;2017-07-14;115
1773;49685;2015-11-26;2016-01-03;2017-07-26;90
1774;76141;2014-11-12;2014-11-21;2014-12-01;98
1775;89981;2018-07-21;2018-08-05;2018-08-15;102
1776;28419;2018-09-11;2018-09-30;2018-10-10;91
1777;55039;2015-04-16;2015-05-03;2016-04-02;92
1778;16336;2017-08-17;2017-08-24;2017-10-03;87
1779;99949;2015-05-31;2015-06-12;2016-04-10;94
1780;80681;2016-12-07;2016-12-13;2016-12-23;106
1781;35591;2017-11-14;2017-11-27;2018-01-23;92
1782;39829;2015-02-15;2015-03-03;2015-04-02;130
1783;26374;2016-09-23;2016-10-12;2016-11-21;115
1784;38702;2013-10-27;2013-11-09;2015-12-22;68
1785;75858;2017-11-01;2017-11-07;2018-07-27;84
1786;50779;2014-02-10;2014-02-17;2014-03-09;128
1787;84989;2017-05-28;2017-05-31;2018-04-16;80
1788;81406;2014-04-23;2014-05-10;2018-06-18;57
1789;90151;2018-05-19;2018-05-25;2018-07-04;106
1790;17582;2017-09-16;2017-09-22;2018-08-19;77
1791;21316;2016-08-17;2016-09-02;2016-12-21;93
1792;53303;2016-03-09;2016-03-23;2016-04-22;118
1793;33182;2014-08-13;2014-08-23;2014-09-02;128
1794;15473;2017-06-16;2017-07-02;2017-07-12;103
1795;36147;2017-10-06;2017-10-11;2017-11-20;103
1796;91079;2014-11-24;2014-11-27;2017-06-10;71
1797;74211;2018-08-09;2018-08-17;2018-08-27;124
1798;44185;2016-02-09;2016-02-16;2016-02-26;65
1799;41138;2014-10-12;2014-10-28;2016-07-21;91
1800;84623;2016-09-02;2016-09-09;2016-09-19;114
1801;52105;2018-09-22;2018-09-26;2018-10-06;97
1802;12709;2018-07-23;2018-07-27;2018-08-06;91
1803;62618;2014-02-17;2014-02-21;2014-04-02;120
1804;82475;2013-06-11;2013-06-26;2013-07-06;132
1805;70940;2013-01-28;2013-02-03;2013-02-23;158
1806;37125;2015-10-25;2015-12-10;2016-01-19;81
1807;69738;2018-08-16;2018-10-02;2018-11-01;85
1808;92479;2018-07-30;2018-08-17;2018-09-26;94
1809;54415;2015-02-26;2015-03-13;2015-04-22;142
1810;15436;2017-02-27;2017-03-14;2017-05-28;91
1811;10228;2014-01-24;2014-03-04;2015-08-27;105
1812;56965;2018-04-14;2018-04-19;2018-12-31;89
1813;94242;2016-11-19;2016-11-22;2017-11-28;70
1814;68706;2014-08-19;2014-09-05;2014-09-25;101
1815;74240;2016-05-22;2016-06-05;2016-06-25;109
1816;38814;2014-10-29;2014-11-12;2014-12-22;121
1817;84832;2013-08-01;2013-08-15;2018-02-20;63
1818;49815;2015-02-15;2015-03-03;2018-03-13;53
1819;28948;2018-01-29;2018-02-09;2018-02-19;116
1820;23392;2015-09-12;2015-10-23;2015-12-02;120
1821;41662;2016-09-26;2016-10-11;2016-10-21;110
1822;66736;2013-11-10;2013-11-16;2013-12-06;138
1823;17072;2014-07-25;2014-08-03;2018-09-09;70
1824;77204;2017-03-17;2017-05-02;2017-05-12;98
1825;54890;2015-12-27;2016-01-04;2016-01-14;90
1826;13566;2013-03-12;2013-04-01;2013-05-01;144
1827;92855;2016-06-16;2016-07-05;2018-11-06;80
1828;86233;2014-03-23;2014-04-05;2015-10-20;107
1829;37971;2017-11-05;2017-11-12;2018-06-27;56
1830;34257;2014-09-10;2014-09-19;2014-10-29;116
1831;59531;2013-10-02;2013-10-17;2013-11-26;108
1832;78345;2017-11-08;2017-12-15;2018-11-11;99
1833;32865;2015-01-21;2015-02-05;2016-10-07;85
1834;33853;2015-08-20;2015-09-04;2015-09-14;106
1835;44426;2017-04-09;2017-04-15;2017-05-25;111
1836;29268;2014-09-27;2014-10-06;2014-10-26;117
1837;17364;2018-02-17;2018-02-25;2018-03-17;119
1838;31144;2015-12-01;2015-12-16;2017-09-26;75
1839;66835;2018-02-04;2018-03-13;2018-04-22;103
1840;46578;2014-12-11;2014-12-18;2018-09-03;62
1841;31387;2017-05-17;2017-06-04;2017-06-24;101
1842;27112;2015-08-21;2015-08-28;2015-09-17;109
1843;97096;2013-04-16;2013-04-27;2013-05-17;125
1844;63191;2015-07-11;2015-07-28;2015-08-17;102
1845;71905;2014-09-06;2014-10-12;2015-11-19;86
1846;25181;2013-07-30;2013-08-08;2014-10-25;112
1847;88968;2014-04-27;2014-05-09;2014-06-18;94
1848;98483;2018-09-03;2018-09-14;2018-10-24;104
1849;46235;2016-01-16;2016-01-30;2016-10-06;113
1850;82064;2018-02-20;2018-03-09;2018-04-18;93
1851;55494;2013-08-06;2013-08-26;2014-07-25;99
1852;90921;2016-02-16;2016-03-25;2018-11-27;74
1853;50102;2018-08-30;2018-09-08;2018-09-28;102
1854;39560;2015-09-11;2015-09-28;2015-10-08;101
1855;45225;2017-10-27;2017-11-08;2017-12-08;99
1856;61173;2013-10-25;2013-11-18;2013-12-28;125
1857;95441;2018-05-05;2018-05-20;2018-06-05;105
1858;55042;2017-05-07;2017-05-26;2018-01-15;89
1859;61177;2016-10-03;2016-10-14;2016-11-13;96
1860;90055;2017-05-20;2017-06-09;2017-07-19;99
1861;98641;2017-04-06;2017-04-15;2017-05-25;97
1862;96194;2014-06-07;2014-06-14;2014-07-14;106
1863;90553;2017-03-06;2017-03-26;2017-04-05;99
1864;57177;2016-05-17;2016-06-23;2017-07-03;99
1865;40958;2013-04-28;2013-05-13;2013-06-22;128
1866;86552;2013-11-10;2013-12-17;2013-12-27;101
1867;55819;2018-08-30;2018-09-14;2018-10-14;98
1868;83700;2013-07-23;2013-08-12;2013-08-22;109
1869;50520;2015-06-14;2015-06-27;2018-07-26;73
1870;69953;2016-03-18;2016-03-22;2016-09-23;94
1871;35674;2015-10-25;2015-12-06;2016-01-15;96
1872;50880;2016-10-06;2016-11-13;2018-01-16;75
1873;46170;2017-09-15;2017-09-21;2017-10-11;118
1874;13111;2018-07-24;2018-09-08;2018-10-08;94
1875;18034;2017-03-23;2017-04-01;2018-04-14;91
1876;77601;2016-04-28;2016-06-13;2016-07-13;114
1877;78939;2018-01-01;2018-01-11;2018-01-31;110
1878;60572;2016-03-08;2016-03-16;2016-04-25;131
1879;93953;2016-03-04;2016-03-13;2016-04-22;118
1880;34059;2016-03-08;2016-04-15;2016-04-25;112
1881;38854;2013-11-09;2013-11-13;2017-01-03;55
1882;33634;2014-08-26;2014-08-31;2014-09-30;80
1883;74692;2017-11-22;2017-12-01;2017-12-21;110
1884;70275;2016-05-05;2016-05-12;2017-02-25;99
1885;47915;2016-02-22;2016-03-08;2016-03-18;121
1886;51303;2018-03-02;2018-03-11;2018-03-15;75
1887;36865;2018-06-16;2018-06-30;2018-07-30;83
1888;71846;2014-11-25;2015-01-04;2018-09-27;69
1889;92427;2017-08-05;2017-08-16;2018-10-16;74
1890;31837;2016-05-08;2016-05-21;2016-06-10;92
1891;35346;2018-05-20;2018-07-05;2018-08-14;95
1892;99298;2017-07-14;2017-07-24;2017-09-02;96
1893;85392;2015-02-14;2015-02-23;2017-06-24;82
1894;48682;2015-08-04;2015-08-24;2016-01-20;83
1895;95616;2015-07-22;2015-07-29;2018-10-20;51
1896;32230;2014-09-11;2014-10-22;2018-06-28;59
1897;88297;2014-07-09;2014-07-18;2014-08-17;139
1898;75940;2013-03-14;2013-03-21;2013-04-10;139
1899;22145;2018-09-26;2018-10-10;2018-10-20;106
1900;56907;2014-11-02;2014-11-10;2017-02-24;75
1901;89633;2015-09-23;2015-11-06;2015-12-06;117
1902;46939;2015-09-03;2015-10-14;2018-07-13;66
1903;40268;2013-05-08;2013-05-17;2013-06-26;101
1904;62775;2017-05-28;2017-06-09;2017-07-09;93
1905;27579;2016-06-22;2016-08-04;2016-09-13;87
1906;87286;2016-07-22;2016-08-02;2016-08-28;105
1907;53344;2014-01-19;2014-01-29;2014-02-28;118
1908;12844;2018-03-15;2018-04-04;2018-04-24;111
1909;34544;2015-05-23;2015-06-04;2016-11-24;94
1910;65068;2014-03-09;2014-03-29;2014-04-28;129
1911;75566;2016-01-27;2016-02-12;2016-03-03;96
1912;17841;2017-12-09;2017-12-29;2018-01-08;99
1913;80285;2014-09-14;2014-10-28;2014-11-07;123
1914;40479;2013-01-13;2013-01-23;2016-06-06;88
1915;57299;2017-09-13;2017-09-30;2017-10-30;94
1916;54657;2014-07-28;2014-09-03;2015-03-30;84
1917;74028;2013-08-06;2013-08-24;2013-09-23;88
1918;48044;2013-05-20;2013-06-09;2013-06-29;114
1919;27295;2015-03-02;2015-04-08;2017-06-27;79
1920;27725;2015-12-04;2015-12-23;2016-01-12;104
1921;44864;2014-07-06;2014-07-12;2014-08-11;77
1922;94952;2017-09-20;2017-10-04;2018-09-23;78
1923;29101;2017-01-26;2017-02-11;2017-03-13;103
1924;41128;2015-08-01;2015-08-09;2015-09-08;86
1925;28994;2014-07-04;2014-07-15;2016-09-20;89
1926;38678;2013-02-19;2013-02-27;2017-12-10;61
1927;86215;2013-07-17;2013-08-25;2016-04-01;78
1928;13216;2013-02-21;2013-03-12;2013-03-22;147
1929;95109;2013-02-26;2013-03-16;2015-02-25;79
1930;94631;2016-02-04;2016-02-14;2016-03-25;97
1931;93623;2018-04-13;2018-04-29;2018-05-09;77
1932;10380;2016-08-14;2016-08-22;2016-09-01;130
1933;63679;2018-01-13;2018-01-30;2018-02-19;100
1934;59231;2014-02-13;2014-02-19;2014-03-21;100
1935;29195;2013-11-09;2013-11-28;2013-12-28;137
1936;92509;2015-04-18;2015-05-08;2018-05-20;78
1937;99633;2016-10-30;2016-12-15;2017-01-24;72
1938;53838;2015-07-11;2015-07-18;2015-08-17;114
1939;32673;2014-09-27;2014-10-12;2014-11-21;116
1940;97683;2013-04-17;2013-05-25;2018-05-04;66
1941;37877;2013-05-13;2013-06-26;2013-07-16;135
1942;90156;2018-05-24;2018-07-09;2018-08-18;100
1943;87353;2014-08-19;2014-10-04;2014-11-03;129
1944;54522;2015-04-30;2015-05-20;2015-09-04;115
1945;18120;2018-08-20;2018-08-30;2018-09-19;93
1946;54409;2015-02-05;2015-02-22;2015-06-07;81
1947;36956;2018-09-30;2018-10-08;2018-11-07;76
1948;65336;2014-03-09;2014-03-23;2014-05-13;104
1949;76031;2015-08-17;2015-09-24;2017-11-03;91
1950;13971;2016-11-08;2016-11-11;2017-12-06;72
1951;94683;2014-09-28;2014-10-18;2014-11-17;111
1952;83591;2015-07-19;2015-07-24;2015-08-13;125
1953;79053;2018-03-24;2018-05-07;2018-06-16;96
1954;79218;2015-03-09;2015-03-15;2015-04-04;105
1955;91619;2017-03-01;2017-03-18;2017-03-28;95
1956;56875;2018-03-19;2018-03-23;2018-05-12;94
1957;80048;2016-04-09;2016-04-12;2016-04-22;107
1958;25748;2015-04-10;2015-05-17;2017-12-07;48
1959;37634;2018-07-15;2018-08-01;2018-08-11;93
1960;46656;2014-02-17;2014-04-04;2014-05-04;112
1961;94687;2015-01-31;2015-02-16;2015-02-26;105
1962;22758;2016-05-26;2016-06-06;2016-07-06;95
1963;44021;2016-05-09;2016-06-24;2016-07-14;113
1964;19564;2017-09-05;2017-09-24;2017-11-03;101
1965;43452;2017-04-21;2017-05-06;2017-05-16;104
1966;41777;2017-04-17;2017-04-22;2017-08-12;86
1967;65357;2014-08-13;2014-08-25;2014-09-24;145
1968;11848;2014-03-03;2014-03-17;2014-04-16;134
1969;57649;2015-04-11;2015-04-20;2015-04-30;137
1970;14981;2018-05-15;2018-05-19;2018-06-28;77
1971;71902;2015-05-26;2015-06-03;2015-07-13;118
1972;40909;2016-11-21;2016-11-26;2016-12-26;107
1973;36450;2018-03-20;2018-04-05;2018-05-15;83
1974;42247;2017-06-02;2017-06-20;2017-07-10;100
1975;23365;2018-03-31;2018-05-17;2018-06-26;113
1976;10404;2014-06-08;2014-06-22;2014-07-12;136
1977;17908;2017-10-16;2017-11-23;2018-10-30;86
1978;98075;2017-12-03;2017-12-08;2018-09-09;65
1979;41600;2017-05-14;2017-05-20;2017-06-19;73
1980;43424;2013-02-19;2013-03-08;2013-03-28;133
1981;62702;2015-03-24;2015-05-08;2015-06-17;133
1982;91553;2013-07-19;2013-07-23;2013-08-12;99
1983;76293;2014-02-27;2014-03-08;2014-04-07;104
1984;66819;2015-06-04;2015-06-19;2017-04-22;77
1985;75529;2016-07-24;2016-08-06;2016-08-26;106
1986;32873;2016-04-09;2016-04-24;2018-09-05;83
1987;56508;2017-06-08;2017-06-19;2017-07-21;92
1988;55531;2013-10-08;2013-10-12;2017-08-08;65
1989;85324;2014-02-10;2014-02-16;2016-05-11;72
1990;82206;2014-03-01;2014-03-20;2014-04-19;108
1991;28054;2015-02-10;2015-02-22;2015-03-24;127
1992;32958;2017-01-09;2017-02-17;2017-12-07;119
1993;50771;2013-11-17;2013-12-01;2013-12-21;127
1994;56681;2018-04-04;2018-04-18;2018-05-08;102
1995;18381;2013-08-18;2013-09-01;2018-11-27;68
1996;53304;2017-09-02;2017-10-10;2017-10-20;92
1997;57288;2013-04-02;2013-04-16;2013-05-06;131
1998;43711;2017-08-16;2017-08-19;2018-08-09;79
1999;65827;2016-07-23;2016-08-12;2017-08-31;105
2000;16918;2017-04-02;2017-04-14;2017-04-24;110
2001;85872;2015-06-12;2015-06-25;2018-02-23;75
2002;88239;2018-02-07;2018-02-12;2018-03-14;91
2003;95608;2018-06-06;2018-06-23;2018-10-01;85
2004;89304;2017-10-03;2017-10-21;2017-11-30;91
2005;96340;2015-05-07;2015-05-14;2015-06-13;126
2006;62468;2015-09-14;2015-09-27;2018-07-06;65
2007;25600;2018-05-13;2018-05-17;2018-05-27;76
2008;92911;2015-06-21;2015-06-30;2015-08-09;107
2009;31891;2013-12-15;2013-12-26;2014-02-04;100
2010;95391;2016-07-12;2016-07-18;2016-08-17;110
2011;97854;2018-08-06;2018-09-19;2018-10-09;86
2012;21181;2013-03-31;2013-04-20;2013-05-30;115
2013;30768;2017-02-23;2017-04-01;2017-06-17;83
2014;32360;2018-02-13;2018-03-24;2018-10-26;86
2015;98578;2014-08-24;2014-09-04;2015-01-29;124
2016;78244;2017-04-09;2017-04-14;2017-04-24;79
2017;50680;2015-03-01;2015-03-18;2017-09-22;59
2018;78624;2013-06-08;2013-07-22;2013-10-24;116
2019;41641;2013-12-22;2014-01-02;2014-02-01;129
2020;31785;2015-10-12;2015-10-30;2015-11-29;102
2021;24679;2013-05-16;2013-05-28;2016-10-31;85
2022;24059;2017-11-17;2017-12-03;2017-12-13;93
2023;76541;2013-11-01;2013-11-11;2013-11-21;97
2024;17019;2018-09-27;2018-10-13;2018-11-12;80
2025;35144;2016-01-15;2016-01-23;2016-02-02;124
2026;49508;2014-03-03;2014-03-06;2014-04-15;95
2027;27119;2017-03-28;2017-04-04;2017-05-14;87
2028;48139;2014-04-18;2014-05-06;2017-02-23;80
2029;82837;2013-04-16;2013-05-06;2017-04-18;63
2030;82980;2017-03-15;2017-03-26;2017-05-05;92
2031;69951;2013-09-17;2013-09-23;2015-04-04;71
2032;99455;2014-01-27;2014-02-04;2017-04-30;83
2033;21763;2014-03-02;2014-03-09;2014-09-14;125
2034;65666;2018-05-28;2018-07-07;2018-07-18;97
2035;89567;2015-07-03;2015-07-10;2018-05-09;55
2036;85281;2017-03-29;2017-04-10;2018-04-19;83
2037;77975;2015-02-13;2015-03-24;2015-04-03;118
